Date,Time_Hour,Month,Area Name,Road/Intersection Name,Event,Spectator_Count,Traffic Volume,Average Speed,Travel Time Index,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Congestion Level,Road_DNA_Score,Reroute_Reason
2025-05-11,19,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs DC,30730,100659,7.48,3.59,109.48,0,177.18,84.92,87.37,91.54,3308,Heavy Rain,No,Severe,81,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 30,730 spectators). Heavy crowd movement on Cubbon Road during peak match hours (19:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-04-27,16,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs DC,28949,107178,7.96,3.82,110.02,4,169.9,68.96,83.83,88.24,971,Light Rain,Yes,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 28,949 spectators). Heavy crowd movement on Cubbon Road during peak match hours (16:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-03-02,21,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs GT,31229,69382,18.77,2.13,80.03,3,133.62,66.9,82.75,97.16,3119,Clear,No,Medium,73,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 31,229 spectators). Heavy crowd movement on Residency Road during peak match hours (21:00). Road DNA: 73. Reroute via Richmond Road flyover."
2025-05-22,16,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs SRH,29481,61496,24.71,1.79,90.55,4,122.06,86.15,74.94,93.89,2808,Clear,Yes,Medium,64,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 29,481 spectators). Heavy crowd movement on Cubbon Road during peak match hours (16:00). Road DNA: 64. Reroute via Richmond Road flyover."
2025-03-11,20,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs CSK,34916,115135,6.98,3.93,106.92,1,134.7,61.91,87.3,98.39,978,Heavy Rain,Yes,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 34,916 spectators). Heavy crowd movement on Residency Road during peak match hours (20:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-03,20,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs KKR,29863,103492,9.46,3.52,98.84,1,163.5,73.53,81.07,86.65,3488,Light Rain,Yes,Severe,86,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 29,863 spectators). Heavy crowd movement on Cubbon Road during peak match hours (20:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-04-25,22,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs LSG,30710,122933,7.28,3.52,111.16,2,183.93,79.79,83.48,91.05,2848,Thunderstorm,Yes,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,710 spectators). Heavy crowd movement on Cubbon Road during peak match hours (22:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-13,21,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,30906,69143,20.26,1.75,86.37,1,127.84,88.57,78.01,86.46,2394,Clear,No,Medium,60,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,906 spectators). Heavy crowd movement on Richmond Road during peak match hours (21:00). Road DNA: 60. Reroute via Richmond Road flyover."
2025-05-10,22,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs MI,31853,112236,12.65,3.78,108.97,4,170.15,64.78,73.3,95.68,2240,Clear,No,High,87,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 31,853 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (22:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-05-18,23,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs RR,31093,90346,10.66,2.67,102.9,0,131.48,65.74,89.63,89.4,1041,Light Rain,Yes,Severe,93,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 31,093 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (23:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-05-01,17,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs RR,31815,103254,9.1,3.12,93.35,0,180.96,61.34,82.73,96.45,3049,Clear,No,High,91,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 31,815 spectators). Heavy crowd movement on Kasturba Road during peak match hours (17:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-05-19,21,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs KKR,32003,109408,7.7,4.32,101.73,1,181.33,82.23,84.44,94.39,1526,Light Rain,Yes,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 32,003 spectators). Heavy crowd movement on Richmond Road during peak match hours (21:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-04-23,17,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs MI,33921,86114,10.2,4.48,103.25,2,171.29,61.4,71.72,90.77,2839,Light Rain,No,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 33,921 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-05-11,19,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,29383,98213,6.68,3.59,92.81,0,122.83,85.96,74.14,99.72,3207,Clear,Yes,High,94,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,383 spectators). Heavy crowd movement on Richmond Road during peak match hours (19:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-05-15,20,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs GT,30685,108293,9.94,3.77,106.33,4,170.37,74.33,78.07,93.11,2256,Light Rain,Yes,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 30,685 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-03-01,21,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,28755,126559,10.07,3.86,98.36,3,182.69,66.98,73.15,87.2,3376,Light Rain,Yes,Severe,87,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 28,755 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (21:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-03-17,16,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,30756,80130,20.36,1.92,78.55,4,128.37,71.48,75.11,86.31,2321,Thunderstorm,Yes,Medium,61,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,756 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (16:00). Road DNA: 61. Reroute via Richmond Road flyover."
2025-05-09,16,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs RR,29375,69857,20.8,2.25,80.38,2,159.54,84.07,87.46,90.09,1507,Thunderstorm,Yes,Medium,73,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 29,375 spectators). Heavy crowd movement on Residency Road during peak match hours (16:00). Road DNA: 73. Reroute via Richmond Road flyover."
2025-04-08,18,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs LSG,33496,87455,11.87,2.8,97.5,1,177.55,73.59,74.53,87.6,2621,Thunderstorm,No,High,87,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 33,496 spectators). Heavy crowd movement on MG Road during peak match hours (18:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-05-07,20,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs KKR,29610,88531,9.26,3.07,108.3,0,176.48,73.36,74.01,99.5,874,Heavy Rain,No,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 29,610 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-03-16,20,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs DC,30183,98681,7.08,4.05,107.97,4,155.48,75.06,87.11,85.82,1698,Heavy Rain,No,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 30,183 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-05-26,17,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,30909,123299,11.44,3.56,104.51,4,181.92,78.51,86.77,87.31,2896,Clear,Yes,High,87,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 30,909 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-03-07,18,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs CSK,29747,108300,11.32,3.05,106.26,2,154.56,62.03,86.48,98.0,1556,Thunderstorm,Yes,High,94,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 29,747 spectators). Heavy crowd movement on MG Road during peak match hours (18:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-04-06,18,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs GT,33201,95317,10.65,3.56,96.73,1,129.07,70.65,83.95,93.38,1688,Clear,Yes,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 33,201 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (18:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-04,19,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs RR,33100,113583,7.27,2.51,106.86,3,153.69,83.65,75.49,91.8,2369,Heavy Rain,No,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 33,100 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-04-08,22,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs DC,31784,116476,10.55,2.95,107.4,2,162.06,78.77,82.73,85.84,2710,Thunderstorm,Yes,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 31,784 spectators). Heavy crowd movement on Cubbon Road during peak match hours (22:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-11,19,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs RR,33147,87011,12.87,3.38,112.54,2,141.14,87.91,75.96,92.56,3014,Light Rain,No,Severe,86,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 33,147 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-04-18,22,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,31444,111541,10.84,2.81,92.31,3,158.59,60.43,83.77,90.31,889,Light Rain,No,Severe,87,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 31,444 spectators). Heavy crowd movement on MG Road during peak match hours (22:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-05-14,16,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs MI,31982,65398,19.57,2.36,83.96,3,181.85,85.96,76.27,86.16,2157,Clear,Yes,Medium,63,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 31,982 spectators). Heavy crowd movement on Residency Road during peak match hours (16:00). Road DNA: 63. Reroute via Richmond Road flyover."
2025-04-26,17,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs DC,28115,88811,11.2,4.26,105.25,1,152.34,70.68,79.47,96.94,2063,Heavy Rain,Yes,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 28,115 spectators). Heavy crowd movement on Kasturba Road during peak match hours (17:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-12,17,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs KKR,33692,89121,13.82,3.77,108.0,4,120.19,60.74,84.79,86.8,2696,Heavy Rain,No,Severe,89,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 33,692 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-05-23,19,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs CSK,34678,119808,11.25,3.51,94.99,1,129.39,73.75,77.77,88.38,3107,Thunderstorm,Yes,High,79,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 34,678 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-04-07,20,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs LSG,32010,123295,11.79,2.6,105.57,2,160.97,73.47,83.5,86.64,1014,Light Rain,No,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 32,010 spectators). Heavy crowd movement on Residency Road during peak match hours (20:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-04-26,23,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs SRH,31330,129705,13.02,3.91,96.34,1,174.6,78.83,70.51,90.0,3385,Light Rain,No,Severe,81,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 31,330 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-03-15,17,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs SRH,33728,119174,10.53,4.35,110.02,4,123.59,69.45,89.73,85.69,1304,Light Rain,No,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 33,728 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-13,17,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs DC,31895,93415,12.03,3.84,108.0,1,132.04,82.37,78.29,89.2,1792,Thunderstorm,Yes,High,80,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 31,895 spectators). Heavy crowd movement on Richmond Road during peak match hours (17:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-04-06,23,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs SRH,34873,104674,6.95,3.88,103.64,2,147.56,74.47,87.19,87.57,2188,Heavy Rain,Yes,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 34,873 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (23:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-16,20,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs RR,32909,90636,11.9,4.21,102.11,1,139.11,72.72,79.94,90.25,3258,Light Rain,Yes,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 32,909 spectators). Heavy crowd movement on Residency Road during peak match hours (20:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-04-23,18,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs DC,28573,107863,8.8,4.19,113.05,4,187.62,82.83,84.26,87.71,2608,Heavy Rain,No,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 28,573 spectators). Heavy crowd movement on Residency Road during peak match hours (18:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-03-17,21,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs CSK,31638,66388,16.22,1.92,89.37,3,182.99,66.94,71.01,85.58,2850,Thunderstorm,No,Medium,71,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 31,638 spectators). Heavy crowd movement on MG Road during peak match hours (21:00). Road DNA: 71. Reroute via Richmond Road flyover."
2025-04-20,18,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs GT,28198,106898,7.19,3.81,92.96,4,155.15,85.74,89.87,86.11,2979,Light Rain,Yes,Severe,86,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 28,198 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (18:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-04-13,17,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs DC,32029,114614,9.2,3.3,101.46,4,120.16,84.7,84.88,87.15,2598,Heavy Rain,No,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 32,029 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-04-04,18,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs LSG,34939,87306,9.75,3.82,108.13,1,134.52,87.63,84.17,97.8,2546,Light Rain,Yes,Severe,80,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 34,939 spectators). Heavy crowd movement on Cubbon Road during peak match hours (18:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-05-15,20,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs CSK,29560,123588,12.12,3.58,108.69,4,141.71,67.59,81.36,98.78,811,Light Rain,Yes,Severe,93,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 29,560 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-04-28,21,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs SRH,28535,61317,18.91,1.83,77.26,3,187.91,64.2,71.16,98.7,1551,Thunderstorm,Yes,Medium,66,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 28,535 spectators). Heavy crowd movement on Richmond Road during peak match hours (21:00). Road DNA: 66. Reroute via Richmond Road flyover."
2025-04-14,20,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs KKR,30893,56740,23.59,1.8,73.53,2,124.09,71.22,81.59,86.74,2628,Clear,No,Medium,71,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 30,893 spectators). Heavy crowd movement on Richmond Road during peak match hours (20:00). Road DNA: 71. Reroute via Richmond Road flyover."
2025-05-16,18,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,30247,118270,7.73,4.37,114.69,1,153.37,65.62,86.25,88.13,2889,Heavy Rain,No,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,247 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (18:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-03-21,21,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs SRH,31070,109234,8.31,3.15,110.64,2,153.96,83.03,83.76,91.93,2245,Heavy Rain,No,Severe,94,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 31,070 spectators). Heavy crowd movement on Residency Road during peak match hours (21:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-03-17,19,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs SRH,32211,110798,10.48,3.56,99.73,1,133.25,73.98,83.72,97.19,2409,Light Rain,Yes,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 32,211 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-05-18,20,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,31174,89890,8.38,3.47,99.95,2,159.48,89.8,86.04,91.91,3477,Heavy Rain,Yes,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 31,174 spectators). Heavy crowd movement on Richmond Road during peak match hours (20:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-04-13,17,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs SRH,33141,101339,13.2,3.33,104.14,3,186.8,70.83,89.58,87.51,2119,Heavy Rain,No,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 33,141 spectators). Heavy crowd movement on Kasturba Road during peak match hours (17:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-23,18,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs DC,34279,92956,13.13,4.15,108.26,3,166.87,60.67,84.4,86.9,2038,Heavy Rain,Yes,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 34,279 spectators). Heavy crowd movement on MG Road during peak match hours (18:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-03-02,22,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs KKR,33777,112289,13.99,3.3,98.82,1,145.52,72.21,71.88,94.28,1964,Clear,Yes,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 33,777 spectators). Heavy crowd movement on Residency Road during peak match hours (22:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-16,20,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs MI,32769,128011,8.91,3.96,101.03,4,132.07,68.37,73.67,94.32,1555,Heavy Rain,No,Severe,81,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 32,769 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-03-26,18,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs DC,30977,89288,6.85,4.09,98.62,2,131.34,85.35,78.11,92.18,1369,Clear,No,High,90,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 30,977 spectators). Heavy crowd movement on Cubbon Road during peak match hours (18:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-04-09,20,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs RR,30980,100360,8.47,3.63,111.72,1,162.11,69.76,70.94,88.48,2323,Light Rain,Yes,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,980 spectators). Heavy crowd movement on Kasturba Road during peak match hours (20:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-05-23,19,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs MI,31188,123113,12.07,3.68,92.29,2,147.36,84.82,80.79,91.49,2846,Thunderstorm,Yes,High,89,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 31,188 spectators). Heavy crowd movement on Residency Road during peak match hours (19:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-04-04,21,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs GT,34426,95662,10.99,4.15,101.53,4,143.27,81.15,89.49,86.01,3400,Light Rain,Yes,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 34,426 spectators). Heavy crowd movement on Kasturba Road during peak match hours (21:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-04-12,22,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs RR,30226,118805,7.12,3.5,103.2,3,169.62,70.24,70.04,92.99,2660,Thunderstorm,No,High,92,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,226 spectators). Heavy crowd movement on Cubbon Road during peak match hours (22:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-04-21,17,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs RR,33069,93736,11.68,3.58,111.39,4,177.98,83.54,81.67,93.67,3430,Clear,Yes,High,87,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 33,069 spectators). Heavy crowd movement on Residency Road during peak match hours (17:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-04-13,20,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs DC,30748,58451,15.31,2.16,75.58,4,165.49,75.41,79.18,87.71,1913,Thunderstorm,No,Medium,68,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 30,748 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 68. Reroute via Richmond Road flyover."
2025-04-12,20,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs MI,31532,70288,24.36,1.78,77.49,0,135.44,86.94,81.26,99.58,3121,Thunderstorm,Yes,Medium,75,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 31,532 spectators). Heavy crowd movement on Richmond Road during peak match hours (20:00). Road DNA: 75. Reroute via Richmond Road flyover."
2025-05-08,22,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,32294,121636,8.67,3.47,99.59,2,171.24,70.82,75.9,86.65,1536,Thunderstorm,No,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 32,294 spectators). Heavy crowd movement on Richmond Road during peak match hours (22:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-03-23,21,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs CSK,33209,60150,22.69,2.12,71.21,4,147.05,78.99,82.56,87.35,2183,Thunderstorm,No,Medium,64,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 33,209 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (21:00). Road DNA: 64. Reroute via Richmond Road flyover."
2025-05-25,21,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs SRH,34045,111117,9.99,4.33,94.95,1,164.73,88.83,86.19,98.71,3166,Heavy Rain,Yes,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 34,045 spectators). Heavy crowd movement on MG Road during peak match hours (21:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-04-02,19,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs KKR,30049,105124,9.19,4.47,103.02,0,166.64,78.35,78.17,90.44,1523,Clear,No,High,85,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 30,049 spectators). Heavy crowd movement on Richmond Road during peak match hours (19:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-03-27,21,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs SRH,34250,109542,7.53,4.5,94.33,0,135.33,74.38,88.52,93.16,1098,Heavy Rain,Yes,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 34,250 spectators). Heavy crowd movement on Residency Road during peak match hours (21:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-03-15,22,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs LSG,33123,115785,6.99,3.1,105.26,0,177.68,67.22,78.35,99.15,2311,Clear,Yes,High,88,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 33,123 spectators). Heavy crowd movement on Kasturba Road during peak match hours (22:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-05-11,22,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs CSK,28083,109994,8.16,4.49,93.15,0,131.69,85.03,82.5,89.11,2401,Heavy Rain,Yes,Severe,90,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 28,083 spectators). Heavy crowd movement on Cubbon Road during peak match hours (22:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-05-14,21,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs RR,32894,124924,11.97,2.58,95.21,2,173.82,87.44,80.3,96.11,857,Heavy Rain,No,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 32,894 spectators). Heavy crowd movement on Kasturba Road during peak match hours (21:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-05-15,16,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs LSG,29422,127829,8.49,3.87,111.08,2,148.64,84.28,88.45,89.05,2146,Heavy Rain,Yes,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,422 spectators). Heavy crowd movement on Cubbon Road during peak match hours (16:00). Road DNA: 78. Reroute via Richmond Road flyover."
